id,name,domain,category,tier,status,region,annual_spend,renewal_date,primary_contact,supplier_address,supplier_notice,supplier_rep_name,supplier_rep_email,description,sla_score,concentration_risk,financial_risk,delivery_risk,compliance_risk,risk_score,capabilities,notes
V795,IPLACE USA INC,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V796,Iron,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V797,IRON MOUNTAIN AUSTRALIA GROUP PTY (AU-QUEENS),,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V798,Irvine Company,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V799,Iscale Solutions Singapore PTE LTD,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V800,Israel Supplier,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V801,ISS,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V802,Itech Academy,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V803,Iverson,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V804,J Calnan & Associates,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V805,J4RVIS Pty Ltd,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V806,JD Events,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V807,JD Strategic Marketing,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V808,Jellyfish US Limited,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V809,Jensen,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V810,Jerry Thompson & Sons Painting,,Hardware & Infrastructure,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Hardware & Infrastructure vendor. StaffUp approved across Global.,90,35,15,18,12,22,Hardware Supply,StaffUp approved supplier. Source: Profile Worker Suppliers.
V811,JFS Creative,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V812,JG Consulting Partners,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V813,Jibe,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V814,JLL,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V815,JMC Building Service,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V816,Joe Gilligan,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V817,John Mini Distinctive Landscapes,,Hardware & Infrastructure,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Hardware & Infrastructure vendor. StaffUp approved across Global.,90,35,15,18,12,22,Hardware Supply,StaffUp approved supplier. Source: Profile Worker Suppliers.
V818,Jones Lang Lasalle,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V819,JSS Pro,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V820,K&L Gates,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V821,K2 Partnering,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V822,KASA Partners,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V823,KataVolt,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V824,Kavaliro,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V825,Kavyos,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V826,Kelley Drye,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V827,Kelley Drye & Warren LLP,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V828,KG Properties,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V829,Kilroy,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V830,King Asset Management,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V831,King Street Trading dba Mulberry Cleaners,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V832,Kloudtek,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V833,Kloutix,kloutix.com,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V834,Koetter Security,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory|Security,StaffUp approved supplier. Source: Profile Worker Suppliers.
V835,Kone,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V836,Kula Consulting,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V837,Kumahira,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V838,La Cantalienne,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V839,La Providence,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V840,Launch Interactive,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V841,LaunchDM,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V842,Launchpad Technologies Inc,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
